category,title,slug,level,description,starter_code,test_cases,hints,id,function_name
stack,Valid Parentheses,valid-parentheses,beginner,"Bir string'de parantezler dengeli mi kontrol et. Sadece () [] {} karakterleri.
Açılışta stack push, kapanışta pop ve eşleşme kontrolü.
Kapanışta stack boşsa False döndür.","def valid_parentheses(s: str) -> bool:
    # Manuel stack, balanced parentheses
    pass","[{""input"": ""()"", ""expected"": true, ""description"": ""en basit""}, {""input"": ""()[]{}"", ""expected"": true, ""description"": ""üç tip doğru""}, {""input"": ""(]"", ""expected"": false, ""description"": ""yanlış cins eşleşme""}, {""input"": ""([)]"", ""expected"": false, ""description"": ""yanlış sıralama""}, {""input"": ""{[]}"", ""expected"": true, ""description"": ""iç içe doğru""}]","[""💡 Stack'te son açılan parantezi tut"", ""💡 Kapanış gelince stack'ten pop, eşleşmeli"", ""💡 String sonunda stack boş olmalı""]",162,valid_parentheses
stack,Min Stack,min-stack,intermediate,"Stack O(1)'de push, pop, top, getMin.
Her değer için şu ana kadarki min'i sakla.","def min_stack_operations(ops: list) -> list:
    """"""""""""MinStack implementasyonu.
    
    ops: [('MinStack',), ('push', val), ('pop',), ('top',), ('getMin',), ...]
    
    Returns: Her op'in sonucu listesi
    """"""""""""
    stack = []
    min_stack = []
    results = []
    for op in ops:
        if op[0] == 'MinStack':
            results.append(None)
        elif op[0] == 'push':
            val = op[1]
            stack.append(val)
            if not min_stack or val <= min_stack[-1]:
                min_stack.append(val)
            results.append(None)
        elif op[0] == 'pop':
            if stack:
                val = stack.pop()
                if val == min_stack[-1]:
                    min_stack.pop()
                results.append(None)
        elif op[0] == 'top':
            results.append(stack[-1] if stack else None)
        elif op[0] == 'getMin':
            results.append(min_stack[-1] if min_stack else None)
    return results
","[{""""input"""": [[""""MinStack""""], [""""push"""", -2], [""""push"""", 0], [""""push"""", -3], [""""getMin""""], [""""pop""""], [""""top""""], [""""getMin""""]], """"expected"""": [null, null, null, -3, null, 0, -2], """"description"""": """"min stack""""}]","[""💡 Tuple stack: (val, current_min)"", ""💡 Her push'ta min(val, son_min)"", ""💡 Pop'ta tuple'ı sil, top eski tuple'dan""]",163,min_stack_operations
stack,Daily Temperatures,daily-temperatures,intermediate,"Her gün için, sonraki daha sıcak günü kaç gün sonra? Yoksa 0.
Örnek: [73,74,75,71,69,72,76,73] → [1,1,4,2,1,1,0,0].
Stack (monotonic decreasing) ile O(n) çözüm: indeksleri tut.","def daily_temperatures(temps: list) -> list:
    # monotonik stack, index tut
    pass","[{""input"": [73, 74, 75, 71, 69, 72, 76, 73], ""expected"": [1, 1, 4, 2, 1, 1, 0, 0], ""description"": ""klasik LeetCode""}, {""input"": [30, 40, 50, 60], ""expected"": [1, 1, 1, 0], ""description"": ""artan dizi""}, {""input"": [30, 60, 90], ""expected"": [1, 1, 0], ""description"": ""kısa artan""}, {""input"": [90, 80, 70], ""expected"": [0, 0, 0], ""description"": ""azalan dizi, hep 0""}]","[""💡 Stack'te index tut"", ""💡 Mevcut sıcaklık > stack top ise: farkı yaz, pop"", ""💡 Stack monoton decreasing kalır""]",164,daily_temperatures
stack,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,intermediate,"Reverse Polish Notation (RPN) ifadesini hesapla. Token'lar liste halinde gelir.
Sayılar int, operatörler '+', '-', '*', '/' olabilir. Bölme trunc towards zero.
Stack kullan: sayı push, operatör gelince 2 pop.","def eval_rpn(tokens: list) -> int:
    # stack, sayı push, operatör gelince 2 pop ve hesapla
    pass","[{""input"": [""2"", ""1"", ""+"", ""3"", ""*""], ""expected"": 9, ""description"": ""(2+1)*3 = 9""}, {""input"": [""4"", ""13"", ""5"", ""/"", ""+""], ""expected"": 6, ""description"": ""4 + (13/5) = 6""}, {""input"": [""10"", ""6"", ""9"", ""3"", ""+"", ""-11"", ""*"", ""/"", ""*"", ""17"", ""+"", ""5"", ""+""], ""expected"": 22, ""description"": ""karmaşık LeetCode örneği""}, {""input"": [""5""], ""expected"": 5, ""description"": ""tek sayı""}]","[""💡 Operatör değilse stack'e push"", ""💡 Operatörse 2 sayıyı pop ve uygula"", ""💡 Bölme Python negatif-yuvarlama farkına dikkat""]",165,eval_rpn
stack,Largest Rectangle in Histogram,largest-rectangle-in-histogram,advanced,"Histogramdaki en büyük dikdörtgen alanı bul.
Her bar yüksekliği heights[i]. Dikdörtgen bir veya birden fazla ardışık bar kullanabilir.
Monotonik stack ile O(n).","def largest_rectangle(heights: list) -> int:
    # stack'te index tut, artan heights
    pass","[{""input"": [2, 1, 5, 6, 2, 3], ""expected"": 10, ""description"": ""klasik""}, {""input"": [2, 4], ""expected"": 4, ""description"": ""iki bar""}, {""input"": [1], ""expected"": 1, ""description"": ""tek bar""}, {""input"": [0, 0, 0], ""expected"": 0, ""description"": ""sıfır yükseklik""}]","[""💡 Stack'te artan yüksekliklerin indexleri"", ""💡 heights[i] < stack top: genişlik = i - stack[-2] - 1"", ""💡 Sonda sentinel -1 ile stack boşalt""]",166,largest_rectangle
queue,Implement Queue with Stacks,implement-queue-with-stacks,beginner,"Sadece stack kullanarak queue implement et. Amortized O(1) enqueue/dequeue.
push: input stack'e ekle. pop: output stack boşsa input'tan aktar, sonra output'tan pop. Amortized O(1) çünkü her eleman en fazla 2 transfer.","def my_queue_operations(ops: list) -> list:
    """"""""""""Queue implementasyonu (stack'lerle).
    
    ops: [('MyQueue',), ('push', x), ('pop',), ('peek',), ('empty',), ...]
    """"""""""""
    in_stack = []
    out_stack = []
    results = []
    for op in ops:
        if op[0] == 'MyQueue':
            results.append(None)
        elif op[0] == 'push':
            in_stack.append(op[1])
            results.append(None)
        elif op[0] == 'pop':
            if not out_stack:
                while in_stack:
                    out_stack.append(in_stack.pop())
            results.append(out_stack.pop() if out_stack else None)
        elif op[0] == 'peek':
            if not out_stack:
                while in_stack:
                    out_stack.append(in_stack.pop())
            results.append(out_stack[-1] if out_stack else None)
        elif op[0] == 'empty':
            results.append(len(in_stack) == 0 and len(out_stack) == 0)
    return results
","[{""""input"""": [[""""MyQueue""""], [""""push"""", 1], [""""push"""", 2], [""""peek""""], [""""pop""""], [""""empty""""]], """"expected"""": [null, null, null, 1, 1, false], """"description"""": """"queue stack ile""""}]","[""💡 İki stack: input + output"", ""💡 Pop/peek'te output boşsa input'tan aktar"", ""💡 Amortized O(1): her eleman max 2 kez taşınır""]",167,my_queue_operations
queue,Design Circular Queue,design-circular-queue,intermediate,"Sabit boyutlu circular queue tasarla.
FIFO, front/rear wrap around (modular). O(1) enqueue/dequeue.
Dolu vs boş kontrolü: count veya bir slot boş bırak (capacity vs max_size).","def circular_queue_operations(ops: list) -> list:
    """"""""""""Circular Queue implementasyonu.
    
    ops: [('CircularQueue', k), ('enQueue', val), ('deQueue',), ('Front',), ('Rear',), ('isEmpty',), ('isFull',), ...]
    """"""""""""
    queue = []
    capacity = 0
    results = []
    for op in ops:
        if op[0] == 'CircularQueue':
            capacity = op[1]
            queue = []
            results.append(None)
        elif op[0] == 'enQueue':
            if len(queue) < capacity:
                queue.append(op[1])
                results.append(True)
            else:
                results.append(False)
        elif op[0] == 'deQueue':
            if queue:
                queue.pop(0)
                results.append(True)
            else:
                results.append(False)
        elif op[0] == 'Front':
            results.append(queue[0] if queue else -1)
        elif op[0] == 'Rear':
            results.append(queue[-1] if queue else -1)
        elif op[0] == 'isEmpty':
            results.append(len(queue) == 0)
        elif op[0] == 'isFull':
            results.append(len(queue) == capacity)
    return results
","[{""""input"""": [[""""CircularQueue"""", 3], [""""enQueue"""", 1], [""""enQueue"""", 2], [""""enQueue"""", 3], [""""enQueue"""", 4], [""""Rear""""], [""""isFull""""], [""""deQueue""""], [""""enQueue"""", 4], [""""Front""""]], """"expected"""": [null, true, true, true, false, 3, true, null, true, 4], """"description"""": """"circular queue""""}]","[""💡 head/tail index, modulo ile wrap"", ""💡 count ile boş/dolu takibi"", ""💡 Veya bir slot boş bırak (head==tail → boş)""]",169,circular_queue_operations
queue,Number of Recent Calls,number-of-recent-calls,beginner,"Son 3000 ms içindeki ping sayısı. Her ping() çağrısı için.
Deque (queue) ile: eski pings'leri (t-3000'den küçük) öne at, yeni ping'i arkaya ekle, len(deque) döndür.
Örnek: ping(1), ping(300), ping(3000) → 3; ping(3002) → 3 (300 düşer).","def recent_counter_operations(ops: list) -> list:
    """"""""""""RecentCounter (son 3000ms ping'ler).
    
    ops: [('RecentCounter',), ('ping', t), ...]
    """"""""""""
    pings = []
    results = []
    for op in ops:
        if op[0] == 'RecentCounter':
            pings = []
            results.append(None)
        elif op[0] == 'ping':
            t = op[1]
            pings.append(t)
            # Son 3000ms penceresi
            cutoff = t - 3000
            # Eski ping'leri at (siralı olduğu icin soldan)
            while pings and pings[0] < cutoff:
                pings.pop(0)
            results.append(len(pings))
    return results
","[{""""input"""": [[""""RecentCounter""""], [""""ping"""", 1], [""""ping"""", 100], [""""ping"""", 3001], [""""ping"""", 3002]], """"expected"""": [null, 1, 2, 3, 3], """"description"""": """"son 3000ms""""}]","[""💡 deque'ya t ekle"", ""💡 deque[0] < t-3000 ise pop"", ""💡 len(deque) = cevap""]",170,recent_counter_operations
queue,Moving Average from Data Stream,moving-average-from-data-stream,intermediate,"Son N değerin hareketli ortalamasını (sliding window) hesapla.
next(val) çağrıldıkça queue'nun son N değerinin ortalamasını döndür.
N'den az eleman varsa mevcut elemanların ortalamasını al.","def moving_average_operations(ops: list) -> list:
    """"""""""""MovingAverage (son N degerin ortalamasi).
    
    ops: [('MovingAverage', size), ('next', val), ...]
    """"""""""""
    window = []
    size = 0
    total = 0
    results = []
    for op in ops:
        if op[0] == 'MovingAverage':
            size = op[1]
            window = []
            total = 0
            results.append(None)
        elif op[0] == 'next':
            val = op[1]
            window.append(val)
            total += val
            if len(window) > size:
                total -= window.pop(0)
            results.append(total / len(window))
    return results
","[{""""input"""": [[""""MovingAverage"""", 3], [""""next"""", 1], [""""next"""", 10], [""""next"""", 3], [""""next"""", 5]], """"expected"""": [null, 1.0, 5.5, 4.6667, 6.0], """"description"""": """"k=3 moving avg""""}]","[""💡 deque maxlen=size"", ""💡 sum tut"", ""💡 Her next: push + sum güncelle""]",171,moving_average_operations
dynamic-programming,Longest Palindromic Subsequence,longest-palindromic-subsequence,intermediate,"Bir string'in en uzun palindromik alt-dizisinin (subsequence) uzunluğunu bul. Karakterler arası karakter atlanabilir, sıra korunmalı.
Örnek: 'bbbab' → 4 ('bbbb').","def longest_palindromic_subsequence(text: str) -> int:
    pass","[{""input"": ""bbbab"", ""expected"": 4}, {""input"": ""cbbd"", ""expected"": 2}, {""input"": ""a"", ""expected"": 1}, {""input"": ""racecar"", ""expected"": 7}]","[""💡 İpucu 1: dp[i][j] = i..j aralığındaki en uzun palindromik subsequence uzunluğu."", ""💡 İpucu 2: text[i] == text[j] ise dp[i][j] = dp[i+1][j-1] + 2, değilse max(dp[i+1][j], dp[i][j-1])."", ""💡 İpucu 3: text ve text[::-1] için LCS problemine indirgenebilir.""]",172,longest_palindromic_subsequence
dynamic-programming,Longest Palindromic Substring,longest-palindromic-substring,intermediate,"Bir string içindeki en uzun palindromik alt-string'i (substring) bul.
Örnek: 'babad' → 'bab' (veya 'aba', uzunluk 3).","def longest_palindromic_substring(text: str) -> str:
    pass","[{""input"": ""babad"", ""expected"": ""bab""}, {""input"": ""cbbd"", ""expected"": ""bb""}, {""input"": ""a"", ""expected"": ""a""}, {""input"": ""racecar"", ""expected"": ""racecar""}]","[""💡 İpucu 1: dp[i][j] = text[i..j] palindrom mu (boolean)."", ""💡 İpucu 2: 2 uzunluk için text[i] == text[i+1] kontrolü, daha uzun için text[i] == text[j] ve dp[i+1][j-1]."", ""💡 İpucu 3: Expand-around-center O(n²) alternatif çözüm.""]",173,longest_palindromic_substring
dynamic-programming,Matrix Chain Multiplication,matrix-chain-multiplication,advanced,"Bir matris zincirinin çarpımı için minimum skaler çarpma sayısını bul. Matrisler soldan sağa çarpılır.
Örnek: p = [1, 2, 3, 4] (3 matris: 1x2, 2x3, 3x4) → 18.","def matrix_chain_order(dims: list[int]) -> int:
    pass","[{""input"": [1, 2, 3, 4], ""expected"": 18}, {""input"": [10, 30, 5, 60], ""expected"": 4500}, {""input"": [40, 20, 30, 10, 30], ""expected"": 26000}]","[""💡 İpucu 1: dp[i][j] = matris i..j çarpımı için min cost."", ""💡 İpucu 2: Tüm k parçaları için böl: dp[i][j] = min(dp[i][k] + dp[k][j] + dims[i]*dims[k]*dims[j])."", ""💡 İpucu 3: O(n³) DP, Knuth optimization ile O(n²) iyileştirme mümkün.""]",174,matrix_chain_order
dynamic-programming,Minimum Path Sum,minimum-path-sum,intermediate,"Sol-üst köşeden sağ-alt köşeye, sadece sağa/aşağı hareketle minimum toplam yol bul.
Örnek: [[1,3,1],[1,5,1],[4,2,1]] → 7 (1→3→1→1→1).","def min_path_sum(grid: list[list[int]]) -> int:
    pass","[{""input"": [[1, 3, 1], [1, 5, 1], [4, 2, 1]], ""expected"": 7}, {""input"": [[1, 2, 3], [4, 5, 6]], ""expected"": 12}, {""input"": [[1]], ""expected"": 1}]","[""💡 İpucu 1: dp[i][j] = (0,0)'den (i,j)'ye minimum toplam."", ""💡 İpucu 2: dp[i][j] = grid[i][j] + min(dp[i-1][j], dp[i][j-1]) (kenar kontrolleri ile)."", ""💡 İpucu 3: In-place: grid[i][j] += min(grid[i-1][j], grid[i][j-1]).""]",175,min_path_sum
dynamic-programming,Distinct Subsequences,distinct-subsequences,advanced,"String s, string t'nin kaç farklı alt-dizisini (subsequence) içeriyor?
Örnek: s='rabbbit', t='rabbit' → 3.","def num_distinct(s: str, t: str) -> int:
    pass","[{""input"": {""s"": ""rabbbit"", ""t"": ""rabbit""}, ""expected"": 3}, {""input"": {""s"": ""babgbag"", ""t"": ""bag""}, ""expected"": 5}, {""input"": {""s"": ""abc"", ""t"": ""abc""}, ""expected"": 1}]","[""💡 İpucu 1: dp[i][j] = s[:i] içinde t[:j]'nin kaç farklı subsequence olduğu."", ""💡 İpucu 2: s[i-1] == t[j-1] ise dp[i][j] = dp[i-1][j-1] + dp[i-1][j], değilse dp[i][j] = dp[i-1][j]."", ""💡 İpucu 3: 1D DP'ye indirgenebilir (O(n) bellek).""]",176,num_distinct
dynamic-programming,Interleaving String,interleaving-string,advanced,"s3, s1 ve s2'nin bir interleaving'i mi? Karakter sırası korunmalı.
Örnek: s1='aabcc', s2='dbbca', s3='aadbbcbcac' → True.","def is_interleave(s1: str, s2: str, s3: str) -> bool:
    pass","[{""input"": {""s1"": ""aabcc"", ""s2"": ""dbbca"", ""s3"": ""aadbbcbcac""}, ""expected"": true}, {""input"": {""s1"": ""aabcc"", ""s2"": ""dbbca"", ""s3"": ""aadbbbaccc""}, ""expected"": false}, {""input"": {""s1"": """", ""s2"": """", ""s3"": """"}, ""expected"": true}]","[""💡 İpucu 1: dp[i][j] = s1[:i] ve s2[:j]'nin s3[:i+j] interleaving'i mi?"", ""💡 İpucu 2: s3[i+j-1] == s1[i-1] ise dp[i][j] |= dp[i-1][j]; s3[i+j-1] == s2[j-1] ise dp[i][j] |= dp[i][j-1]."", ""💡 İpucu 3: 1D DP yeterli (sadece önceki satır).""]",177,is_interleave
dynamic-programming,Burst Balloons,burst-balloons,advanced,"n balon, her patlatmada balonun sol ve sağındaki komşu balonların sayıları çarpılır. Tüm balonları patlatarak maksimum toplam puanı bul.
Örnek: [3,1,5,8] → 167.","def max_coins(nums: list[int]) -> int:
    pass","[{""input"": [3, 1, 5, 8], ""expected"": 167}, {""input"": [1, 5], ""expected"": 10}, {""input"": [10], ""expected"": 10}]","[""💡 İpucu 1: Başına ve sonuna 1 ekle: [1, 3, 1, 5, 8, 1]."", ""💡 İpucu 2: Interval DP: dp[i][j] = (i, j) aralığındaki maksimum coin (i ve j kalan balonlar)."", ""💡 İpucu 3: k balonu son patlatılan: dp[i][j] = max(dp[i][k] + dp[k][j] + nums[i]*nums[k]*nums[j]).""]",178,max_coins
dynamic-programming,Regular Expression Matching,regular-expression-matching,advanced,"String s, pattern p ile eşleşiyor mu? '.' herhangi bir karakter, '*' önceki karakterin 0 veya daha fazlası.
Örnek: s='aab', p='c*a*b' → True.","def is_match(s: str, p: str) -> bool:
    pass","[{""input"": {""s"": ""aa"", ""p"": ""a""}, ""expected"": false}, {""input"": {""s"": ""aa"", ""p"": ""a*""}, ""expected"": true}, {""input"": {""s"": ""ab"", ""p"": "".*""}, ""expected"": true}, {""input"": {""s"": ""aab"", ""p"": ""c*a*b""}, ""expected"": true}]","[""💡 İpucu 1: dp[i][j] = s[:i] p[:j] ile eşleşiyor mu?"", ""💡 İpucu 2: p[j-1] == '*' ise: 0 kez (p[j-2]'yi at) VEYA 1+ kez (s[i-1] p[j-2] ile eşleşirse dp[i-1][j])."", ""💡 İpucu 3: p[j-1] == '.' veya p[j-1] == s[i-1] ise dp[i][j] = dp[i-1][j-1].""]",179,is_match
dynamic-programming,Target Sum,target-sum,intermediate,"Her sayının önüne + veya - koyarak hedef toplama ulaş. Kaç farklı yol var?
Örnek: nums=[1,1,1,1,1], target=3 → 5 yol.","def find_target_sum_ways(nums: list[int], target: int) -> int:
    pass","[{""input"": {""nums"": [1, 1, 1, 1, 1], ""target"": 3}, ""expected"": 5}, {""input"": {""nums"": [1], ""target"": 1}, ""expected"": 1}, {""input"": {""nums"": [1, 0], ""target"": 1}, ""expected"": 2}]","[""💡 İpucu 1: Toplam S, pozitif toplam P ise P - (S-P) = target → 2P = S+target."", ""💡 İpucu 2: Alt küme toplamı P olacak subset sayısını bul."", ""💡 İpucu 3: 1D DP: dp[sum] = kaç subset bu toplama ulaşır.""]",180,find_target_sum_ways
dynamic-programming,Longest Common Substring,longest-common-substring,intermediate,"İki string arasındaki en uzun ortak alt-string'in (substring) uzunluğunu bul. Subsequence değil, SUBSTRING (bitişik olmalı).
Örnek: s1='abcdef', s2='zbcdf' → 3 ('bcd').","def longest_common_substring(s1: str, s2: str) -> int:
    pass","[{""input"": {""s1"": ""abcdef"", ""s2"": ""zbcdf""}, ""expected"": 3}, {""input"": {""s1"": ""abc"", ""s2"": ""xyz""}, ""expected"": 0}, {""input"": {""s1"": ""hello"", ""s2"": ""yellow""}, ""expected"": 4}]","[""💡 İpucu 1: dp[i][j] = s1[:i] ve s2[:j] içinde s1[i-1]==s2[j-1] ile biten substring uzunluğu."", ""💡 İpucu 2: Eşleşiyorsa dp[i][j] = dp[i-1][j-1] + 1, değilse 0 (LCS'ten farklı!)."", ""💡 İpucu 3: Tüm dp[i][j] değerlerinin maksimumunu döndür.""]",181,longest_common_substring
